,Ratings,Title,Reviews,Likes,Dislikes,Date
1857,3,Worst experience ever!,Third class product please please please don't buy flip cart perfect home is tottaly fraud please don't buy anything from flip cart perfect homesREAD MORE,0,0,17-10-2019
1858,5,Hated it!,Don’t buy this product waste of moneyREAD MORE,0,0,17-10-2019
1859,3,Good quality product,"Quality of product may be reviewed ... this is not to my expectation But your service is very goodcase id:-0345684Instalation person name Lalit kumar Sharma emp.Id - kcjv160733. His behavior, punctuality is very good .READ MORE",0,0,17-10-2019
1860,5,Wonderful,they were helpful..thank you installation teamREAD MORE,0,0,17-10-2019
1861,4,Classy product,excellentREAD MORE,0,0,17-10-2019
1862,4,Must buy!,good in quality and design..READ MORE,0,0,17-10-2019
1863,5,Useless product,The total cost of bad is not more than Rs 2. it is very bed product. flipkart is big fraud company. do not buy product for this site. it is totally rubbish.READ MORE,0,0,17-10-2019
1864,4,Terrific,Just some doubt about durability otherwise at price point you can go blindly for this ? Piasa vasul chiz ?READ MORE,0,0,17-10-2019
1865,5,Fabulous!,very good qualityREAD MORE,0,0,17-10-2019
1866,5,Nice,overall good one if purchased within 10kREAD MORE,0,0,17-10-2019
1867,5,Perfect product!,i got it for 8.5k and I can't complain for 8.5k it's decent bed.. don't have high hopes before buying this.READ MORE,0,0,17-10-2019
1868,5,Hated it!,poor design and without heel.Plz. don't buy it.READ MORE,0,0,17-10-2019
1869,4,Not recommended at all,Very bad no qualityREAD MORE,0,0,17-10-2019
1870,4,Great product,suprbbREAD MORE,0,0,17-10-2019
1871,4,Terrific,Sunil vivakarma very good feeting & instalationREAD MORE,0,0,17-10-2019
1872,4,Nice product,it's nice and valuable moneyREAD MORE,0,0,17-10-2019
1873,5,Fair,Looks good but needs to be improved in quality. Need to handle with care for relocation.READ MORE,0,0,17-10-2019
1874,4,Wonderful,very awesome and best product and service with this price. worth productREAD MORE,0,0,17-10-2019
1875,4,Simply awesome,Nice Bed from FlipkartREAD MORE,0,0,17-10-2019
1876,3,Good quality product,Looking very good ?? and installation service was osm.READ MORE,1,1,17-10-2019
1877,5,Worth every penny,good for normal use if kids will jump on it I don't think the bed will bare the loadREAD MORE,0,0,17-10-2019
1878,4,Perfect product!,goodREAD MORE,0,0,17-10-2019
1879,5,Terrific,nice productREAD MORE,0,0,17-10-2019
1880,5,Great product,Well designed and durable materials. The demo and installation happened on time. it's a perfect fit of our Queen size mattersREAD MORE,0,0,17-10-2019
1881,4,Super!,excellentREAD MORE,0,0,17-10-2019
1882,5,Fair,Bed to stylish h ..but dissembling and assembling krna mushkil h...READ MORE,0,0,17-10-2019
1883,5,Highly recommended,The product is same as described.READ MORE,0,0,17-10-2019
1884,5,Simply awesome,nice product. nice delivery and fast installation.READ MORE,0,0,17-10-2019
1885,3,Fair,box not finishingREAD MORE,0,0,17-10-2019
1886,5,Not good,Not much comfort.. OK ok product after use of 10 days..READ MORE,0,0,17-10-2019
1887,4,Worth every penny,very goodREAD MORE,0,0,17-10-2019
1888,4,Great product,Very good product only problem is the sharp edges around cornersREAD MORE,0,0,17-10-2019
1889,5,Slightly disappointed,"don't buy if you are thinking it's too strong as a wood bed, design is good but qwality is not so good.READ MORE",0,0,17-10-2019
1890,5,Value-for-money,worth of buying but can't be able to use as wooden bed(this is engineering ply wood)READ MORE,0,0,17-10-2019
1891,5,Wonderful,Good product. But wood is emoting gas which is impacting health. It is advisable to open the pack in outdoor and keep it for two to three days before installation.READ MORE,0,0,17-10-2019
1892,3,Best in the market!,Worth itREAD MORE,0,0,17-10-2019
1893,5,Wonderful,looks nice product. excellent service from Flipkart...READ MORE,0,0,17-10-2019
1894,5,Really Nice,Average product. Okay for 2-3 years use.If you want to use 8-10 years then should go for solid wood or metal beds.READ MORE,0,0,17-10-2019
1895,3,Nice,can't expect any better for the price of 8000.READ MORE,0,0,17-10-2019
1896,5,Nice,per money is goofREAD MORE,0,0,17-10-2019
1897,3,Terrific purchase,Good bed at this price.. Best is ideal for slightly small rooms too so no issue in SpaceREAD MORE,0,0,17-10-2019
1898,4,Must buy!,worth for every PennyREAD MORE,0,0,17-10-2019
1899,4,Slightly disappointed,Poor quality poor designREAD MORE,0,0,17-10-2019
1900,4,Worth every penny,Delivery and installation done without any delay.. Good product.. Worth for money..READ MORE,0,0,17-10-2019
1901,4,Best in the market!,thanks to flipkartREAD MORE,0,0,17-10-2019
1902,3,Terrific purchase,the installation guy did a great job in no time he was able to adjust and complete the bedREAD MORE,0,0,17-10-2019
1903,5,Very Good,Bed is good and same as shown in the picture.READ MORE,0,0,17-10-2019
1904,4,Delightful,The product is good. the lagging is only durability. as compared to other box bed it's base is not fit with body which is disappointing. durability is just ok and space in box is also good. I only felt bad about base of bed which is just few mm above surface. overall an ok box bed.READ MORE,0,0,17-10-2019
1905,5,Hated it!,don't buy.worst productREAD MORE,0,0,17-10-2019
1906,4,Worth the money,Delivery was on time and value for money. Delivery persons were too good as only two boys bought the cot from ground floor to second floor by steps. Happy with ekart service.READ MORE,0,0,17-10-2019
1907,5,Nice,"I would have rated it 4 if they have made it a little more strong. The engineer asked me not to stand on the bed without a mattress as it may break it.After assembling it looks good, I would want Flipkart to make a note of the durability too.READ MORE",0,0,17-10-2019
1908,3,Very Good,"According to the price product is good, one can not expect more in this price. Go for it you will not be disappoint.READ MORE",0,0,17-10-2019
1909,3,Worth the money,"good product in this price range. drowback is like edges are sharp, need to be careful.READ MORE",0,0,17-10-2019
1910,4,Perfect product!,AwesomeREAD MORE,0,0,17-10-2019
1911,4,Good quality product,Good but there is no quality best as per the given priceREAD MORE,0,0,17-10-2019
1912,5,jeevesmumbai  instalation byb makarand mesry,very goodREAD MORE,0,0,17-10-2019
1913,4,Utterly Disappointed,Please don’t purchase this bed it’s waste of moneyREAD MORE,0,0,17-10-2019
1914,4,Awesome,Mr. pravn hire.is come on time installation is perfect and I'm happyREAD MORE,0,0,17-10-2019
1915,4,Good choice,bit gap between plywood... and have sharp edges.. recommended mattress size is not proper.. overall gr8 purchase on 6898READ MORE,0,0,17-10-2019
1916,4,Could be way better,Not worth for moneyREAD MORE,0,0,17-10-2019
1917,5,Highly recommended,very nice bedREAD MORE,0,0,17-10-2019
1918,5,Perfect product!,installation completed by vijaysharmaREAD MORE,0,0,17-10-2019
1919,5,Great product,Product is niceInstallation done by Mr. Rakesh VishwakarmaHe has done it very nicely. At present I am fully satisfiedREAD MORE,0,0,17-10-2019
1920,5,Mind-blowing purchase,Product looks goodInstallation work was brilliant by Rakesh Vishwakarma from Jeeves.READ MORE,0,0,17-10-2019
1921,5,Perfect product!,GoodREAD MORE,0,0,17-10-2019
1922,5,Utterly Disappointed,"product is having manufacturing defect, made without puting proper design aspects and room conditions. backside of this bed is very much loose and get moisturised very easily. Flip cart is a cheater company.READ MORE",0,0,17-10-2019
1923,4,Just wow!,Good product. Installation was done nicelyREAD MORE,0,0,17-10-2019
1924,5,Wonderful,Gopinath IPJCCH0077 jeevs ChennaiService was good and neat. time also came at perfect time punctual . over all rating 5READ MORE,0,0,17-10-2019
1925,4,Must buy!,goodREAD MORE,0,0,17-10-2019
1926,5,Worth the money,good one seems to be little delicate need to move on for this rate got it for around 8kREAD MORE,0,0,17-10-2019
1927,5,Terrific,just as shown in pictureREAD MORE,0,0,17-10-2019
1928,4,Good choice,Worth buying it at this priceREAD MORE,0,0,17-10-2019
1929,3,Awesome,Over all it’s value for money buy... queen size is big enough for two people to sleep... saved lot of space by multiple compartments... thanks flipkart for faster delivery and quick installation...READ MORE,0,0,17-10-2019
1930,4,Classy product,average bed and fast delivery with good response delivery boysREAD MORE,0,0,17-10-2019
1931,5,Nice product,Best value for moneyREAD MORE,0,0,17-10-2019
1932,5,Terrible product,Was delivered and assembled quickly but the product is bad. The headboard part and the other part got disconnected in 3-4 months.  Even a little moisture will cause mildew and causes a lot of white patches on the wood.  The clothes saved in the storage got spoiled due to the low quality wood. Pay some extra money and buy good material from any other placeREAD MORE,0,0,17-10-2019
1933,4,Nice product,perfect product in low budget.READ MORE,0,0,17-10-2019
1934,4,Excellent,goodREAD MORE,0,0,17-10-2019
1935,4,Must buy!,"Ordered bed recently, team delivered the item on time and installation also  done on time with the help of Syed shabaz and team.READ MORE",0,0,17-10-2019
1936,5,Simply awesome,"good product,wonderful experience of delivery and installation by Flipkart....READ MORE",0,0,17-10-2019
1937,5,Fair,Bed installation demo done by Mr.Sushil Vishwakarma.He is very professional and taking prompt action.we are fully satisfied.i also appreciate for his hard work.READ MORE,0,0,17-10-2019
1938,5,Excellent,very good product ..worth the price .. Installation done very wellREAD MORE,0,0,17-10-2019
1939,3,Highly recommended,Quick delivery &  installation.Its good.product having no defect and looking good....READ MORE,0,0,17-10-2019
1940,4,Super!,Harish was good with his work & very professional with the workREAD MORE,0,0,17-10-2019
1941,5,Delightful,okREAD MORE,0,0,17-10-2019
1942,5,Awesome,GoodREAD MORE,0,0,17-09-2019
1943,3,Mind-blowing purchase,it is the best storage bed . thank you flipkartREAD MORE,0,0,17-09-2019
1944,3,Worst experience ever!,the only thing I didn't like about it is the share edges. the sharpe edges cut my skin 2 times. I don't recommend this product.READ MORE,0,0,17-09-2019
1945,5,Terrible product,"Product quality is very poor. Do not buy this.... It is getting infected by insects.........Such a worst product brought from the flipkart, Flipkart is cheating the people by saying it's trusted product, but it's very worst product, very cheap metatarsal used, don't buyREAD MORE",0,2,17-09-2019
1946,5,Slightly disappointed,very poor quality no side box recivedREAD MORE,0,0,17-09-2019
1947,3,Fabulous!,"Installation process is good, and the service provided by Mr. Rakesh from Jeeves is excellent.READ MORE",0,0,17-09-2019
1948,5,Fabulous!,it's awesome at this price. thank you for the wonderful productREAD MORE,0,0,17-09-2019
1949,3,Value-for-money,Nice bed..READ MORE,0,0,17-09-2019
1950,5,Don't waste your money,Waste of money and waste quality product very delicate lost of time and moneyREAD MORE,0,0,17-09-2019
1951,5,Value-for-money,very nice productREAD MORE,0,0,17-09-2019
1952,5,Good choice,Good delivery quick installation quick services I proud of FlipkartREAD MORE,0,0,17-09-2019
1953,3,Best in the market!,thank youREAD MORE,0,0,17-09-2019
1954,4,Delightful,product s too gud...no any issues facing abt product...but installation too much delayed...frustrated.READ MORE,0,0,17-09-2019
1955,3,Good quality product,"it's looking good, but only one time use once install we can't move .very soft productREAD MORE",0,0,17-09-2019
1956,4,Worst experience ever!,"i used to put my wallet and water bottle on the inside shelf, and it got broke one day. contacted customer service and they said that this is not their fault, this is our fault. Damages are covered in the warranty. quality is pretty bad.READ MORE",0,0,17-09-2019
1957,3,Not recommended at all,Very Poor Quality. Not even wood we can say. Its some foam like Material. Making Noise we when we sits on it. Material started to get damaged. started to get pill off.READ MORE,0,0,17-09-2019
1958,5,Just okay,basement is bad.. the board is based on floorREAD MORE,0,0,17-09-2019
1959,4,Terrible product,"please please don't buy this product...very bad quality. Don't believe those person who gives rating 5, 4 and 3 for this product.. really really it's very bad bad bad bad product... please friend don't think to buy this product...READ MORE",0,0,17-09-2019
1960,5,Brilliant,First Class Bed According to BudgetREAD MORE,0,0,17-09-2019
1961,4,Utterly Disappointed,Looking really beautiful but quality is very lowREAD MORE,0,0,17-09-2019
1962,4,Perfect product!,awesomeREAD MORE,0,0,17-09-2019
1963,4,Absolute rubbish!,product is good but the delivery guys were not coperative and kept the product on other floor though informed to keep it up and we had to lift and give them for installation.also the quality of wood is very bad. the top plywood started peeling off in just few hours.READ MORE,0,0,17-09-2019
1964,5,Hated it!,Not good product...if you have fix location and don’t need to change bed position then it is kind of ok type bed but if you need to relocate with it then please don’t but.READ MORE,0,0,17-09-2019
1965,5,Worth every penny,simply awsme with great lookREAD MORE,0,0,17-09-2019
1966,5,Terrific purchase,Not badREAD MORE,0,0,17-09-2019
1967,3,Worth every penny,good...installation completed before time .by Jeeves..... good job by sushil vishwakarmaREAD MORE,0,0,17-09-2019
1968,4,Super!,This material is goodREAD MORE,0,0,17-09-2019
1969,4,Slightly disappointed,wrost material and it is just like one time usage kind of..READ MORE,0,0,17-09-2019
1970,4,Really Nice,If you are expecting to get extraordinary experience then you will be disappointed. You'll get according to the price paid.READ MORE,0,0,17-09-2019
1971,5,Worth the money,it's a good purchase not bad for sure.! something on a budget friendly offer.READ MORE,0,0,17-09-2019
1972,5,Good choice,GoodREAD MORE,0,0,17-09-2019
1973,4,Delightful,Absolutely Value For Money Product. The product was delivered today (on time) and we had Diwakar (from Jeeves) who was proactive to contact and visit us the same day for installation.Diwakar was really efficient and professional.Thank You!READ MORE,0,0,17-09-2019
1974,5,Slightly disappointed,wood quality is too bad please return these productREAD MORE,0,0,17-09-2019
1975,3,Useless product,Quality is too bad better not to prefer thisREAD MORE,0,0,17-09-2019
1976,4,Good choice,Nice product but according to me there should be small stand in every corner for supprt and give some height to bedREAD MORE,0,0,17-09-2019
1977,5,Pretty good,Yes its good one if ur a couple family go for it.READ MORE,0,0,17-09-2019
1978,5,Good quality product,goodREAD MORE,0,0,17-09-2019
1979,5,Delightful,Good but Quality not satisfiedREAD MORE,0,0,17-09-2019
1980,4,Mind-blowing purchase,value for moneyREAD MORE,0,0,17-09-2019
1981,5,Expected a better product,one rain full of fungusREAD MORE,0,0,17-09-2019
1982,3,Very poor,"This is very low quality cot, don't waste your money. Even clipart boasts about durability etc., They all only show nothing real. Product outer design is kind of paper or low quality ply. Just normal strike with chair or table making it loose design. The design is so great that while sleeping we spread your hand it will loosen the ply due to the hit...I advise not to buy.READ MORE",0,0,17-09-2019
1983,4,Excellent,Good if not the bestREAD MORE,0,0,17-09-2019
1984,5,Worth every penny,best product and the installation person Mr suraj was a very good person and responsible must buy the productREAD MORE,0,0,17-09-2019
1985,5,Great product,value for moneyREAD MORE,0,0,17-09-2019
1986,5,Nice product,goodREAD MORE,0,0,17-09-2019
1987,5,Good,only show peaseREAD MORE,0,0,17-09-2019
1988,4,Perfect product!,"nice product, amazing finishing, looking luxuriousREAD MORE",0,0,17-09-2019
1989,5,Great product,Satisfied with the swift delivery and installation by flipkart...about the product it looks cool and definitely value for your money...READ MORE,0,0,17-09-2019
1990,4,Fabulous!,value for money. works wellREAD MORE,0,0,17-09-2019
1991,5,Super!,Good & Faster installation By Mr.Safraz and Mahesh from Jeeves.READ MORE,0,0,17-09-2019
1992,4,Unsatisfactory,very lose fitting..READ MORE,0,0,17-09-2019
1993,4,Must buy!,good product value for money can buy no doubtREAD MORE,0,0,17-09-2019
1994,4,Fair,Look 4/5installation 4/5 . Cant assemble yourself.strength 3/5. have to handle delicatelyNot recommended if having transferable job.READ MORE,0,0,17-08-2019
1995,5,Perfect product!,Thank u for given on time deliveryREAD MORE,0,0,17-08-2019
1996,4,Wonderful,riyazuddin shaikh was extremely good at his workREAD MORE,0,0,17-08-2019
1997,5,Fabulous!,Loved itREAD MORE,0,0,17-08-2019
1998,3,Just wow!,Thanks Flipkart ( Jeeves) I Am So Happy Product And Technician is So Good Mo imran Ansari 5 StarREAD MORE,0,1,17-08-2019
1999,4,Super!,I'm lv tREAD MORE,0,1,17-08-2019
2000,3,Good,defective design Bottom plates of boxes are not fitted  but only laid to floor allowed insects and rats inside the boxes and damaged valuables itemsREAD MORE,0,0,17-08-2019
2001,4,Must buy!,Very goodREAD MORE,0,1,17-08-2019
2002,5,Simply awesome,nycREAD MORE,0,1,17-08-2019
2003,5,Nice,every thing is good but flipkart have not given one part of my headboard..it was having problem bt the installation man was very nice he did a side option for thatREAD MORE,0,0,17-08-2019
2004,5,Good choice,very good farmaan technician.install very quickly and superb.READ MORE,0,0,17-08-2019
2005,5,Just okay,"The product is good as mentioned in previous reviews. The accusation of the product became costly in terms of time wasted of mine. The delivery team didn't get the product to my door step, and the packets are almost (62+50) kg. The installation team kept on denying to do the needed as they had a fear of mishandling. The product kept lying in unguarded parking(which do had a chance of theft) for 3-4days till I found out some way at my cost. The installation team though equipped with latest too...READ MORE",0,0,17-08-2019
2006,5,Wonderful,product deliver and installation was very fast then they committed... but I need to check the durability...READ MORE,0,0,17-08-2019
2007,5,Very Good,There are more sharp cornersREAD MORE,0,0,17-08-2019
2008,5,Simply awesome,no more.. good??READ MORE,0,0,17-08-2019
2009,4,Brilliant,Excellent product and its installation is also very fast and goodREAD MORE,0,0,17-08-2019
2010,,Terrific,value for money nice designREAD MORE,0,1,17-08-2019
2011,,Perfect product!,Worth it same as shown in the picture I really liked it asw bed service is also good thanks filpkartREAD MORE,0,0,17-08-2019
2012,,Expected a better product,very poor quality & very bad product Kisi bhi prakar ka flip perfect home se beauty product not buyREAD MORE,0,0,17-08-2019
2013,,Very Good,NiceREAD MORE,0,0,17-08-2019
2014,,Utterly Disappointed,WITHOUT USING THIS BED GOT BROKEN..NOT SATISFIED..DISAPPOINTEDREAD MORE,0,0,17-08-2019
2015,,Good quality product,Cons Very sharp cornersPros  worth for moneyREAD MORE,0,0,17-08-2019
2016,,Value-for-money,Very good product in this range. Hardboard is quite useful. Don't forget to fit safety screw at bottom so that it will help to move the cot without disturbing existing setting.READ MORE,0,0,17-08-2019
2017,,Not recommended at all,Worst quality bed. Don’t go for such quality of beds. Better wait and buy wooden bed rahter this ply bed. It will give lot of trouble.READ MORE,0,0,17-08-2019
2018,,Good quality product,I haven't used this product much but yes with my basic knowledge and understanding about quality. I assume that I can give 3.5 rating for this product. Believe value for money is there.READ MORE,0,0,17-08-2019
2019,,Good quality product,nice bedREAD MORE,0,0,17-08-2019
2020,,Did not meet expectations,"please don't buy this product, edges are very sharp and you will get hurt each time whenever you go to near bed. quality also not that good and finishing is very poor.READ MORE",0,0,17-08-2019
2021,,Good,GoodREAD MORE,0,0,17-08-2019
2022,,Terrible product,"No Ground Clearance .When We store Anything in storage , it put on floorings of our house .... Its very terrible ... There is no description on Flipkart that storage is floor... Only Professional Can assemble it.. I think only storage is basic problem otherwise it will be a good product. I am Posting Review after 15 Days of Usage.. I tell everyone that do not buy this product..READ MORE",0,0,17-08-2019
2023,,Excellent,GoodREAD MORE,0,0,17-08-2019
2024,,Terrible product,I am not happyREAD MORE,0,0,17-08-2019
2025,,Horrible,Makes noise. DisappointedWorstREAD MORE,0,0,17-08-2019
2026,,Fair,Looking good it’s just worth itREAD MORE,0,0,17-08-2019
2027,,Nice product,Removing item from within the bed is not the easiest.READ MORE,0,0,17-08-2019
2028,,Fair,Good product In that price range.READ MORE,0,0,17-08-2019
2029,,Terrific purchase,product good ??READ MORE,0,0,17-08-2019
2030,,Good,super QualityREAD MORE,0,0,17-08-2019
2031,,Does the job,Its been 4 months of usage now. Cot is already making jerk sounds across the plyboards.Looks like I can use it for max of 1 year moreREAD MORE,0,0,17-08-2019
2032,,Super!,Nice product but needs to be used carefully and avoid disassembling multiple times.READ MORE,0,0,17-08-2019
2033,,Worth the money,good product at reasonable price.READ MORE,0,0,17-08-2019
2034,,Simply awesome,Very good qualityREAD MORE,0,0,17-08-2019
2035,,Not recommended at all,product having some issues please don't buy this product I installed this bed on 30 the of last month and now that product found fungus day by day .....and I want to replace this material any howREAD MORE,0,0,17-07-2019
2036,,Good,Could be better ..READ MORE,0,0,17-07-2019
2037,,Decent product,the worst part is no one comes for installation after 4 daysREAD MORE,0,0,17-07-2019
2038,,Just wow!,good product and ontime delivery made it convenient.even the carpenter fittings were quick and easy to manage.ideal buy for everyoneREAD MORE,0,0,17-07-2019
2039,,Simply awesome,Great product.. does justice with the expectations... Cheap alsoREAD MORE,0,0,17-07-2019
2040,,Fair,Sharp Edges hurting all the time. Bed making ker kis sounds whlie sitting down on it. For price factor it's good deal.READ MORE,0,0,17-07-2019
2041,,Really Nice,Very nice product.Worth for money but installation took 3daysREAD MORE,0,0,17-07-2019
2042,,Super!,value of the money fully sylish......READ MORE,0,0,17-07-2019
2043,,Bad quality,not good very poor quality ??READ MORE,0,0,17-07-2019
2044,,Nice product,worth for money you payREAD MORE,0,0,17-07-2019
2045,,Great product,Good product and reasonable price. Installation completed perfectly by Jeeves technician.READ MORE,0,0,17-07-2019
2046,,Wonderful,"great product, as described, everything was perfect, loving it...!READ MORE",0,0,17-07-2019
2047,,Slightly disappointed,"No durable ,corners and edges of bed are very sharp.READ MORE",0,0,17-07-2019
2048,,Great product,Ok worth of moneyREAD MORE,0,0,17-07-2019
2049,,Just wow!,I have received the item and installation was done with in the time. Installation guy has good experience perfectly  installed with in 30-40 mints.over all product was very nice.READ MORE,0,0,17-07-2019
2050,,Utterly Disappointed,Waist off money do not buy thisREAD MORE,0,0,17-07-2019
2051,,Moderate,Low quality Product.Life not more than it's warranty period.not water resistant as per box.Installation not done properly.Not satisfactory.READ MORE,0,0,17-07-2019
2052,,Wonderful,super product thanks flip kart.READ MORE,0,0,17-07-2019
2053,,Very Poor Material ,"VERY POOR MATERIAL, DON,T BUY IT .I PURCHASED LOT OF PRODUCT FROM FLIPKART BUT THIS IS SUCH A BAD .VERY BAD EXPERIENCE FOR ME,READ MORE",0,0,17-07-2019
2054,,Must buy!,Awesome product. Delievery was on time. And installation on time. Same as shown in the images. Worth every penny. If you are thinking of buying then just go for it without any worries.READ MORE,0,0,17-07-2019
2055,,Nice,Not to good it has separate 6 boards storage in base an one board corner was broken  also in this they have returni nstallation  free but he took money an took all nails which was left out.READ MORE,0,0,17-07-2019
2056,,Not recommended at all,"utterly terrifying dissapointed, please don't buy these type of furniture it is worse ply wood ... please don't waste money on this.READ MORE",0,0,17-07-2019
2057,,Mind-blowing purchase,nice productREAD MORE,0,0,17-07-2019
2058,,Pretty good,value of money.... nice product and installation person good.READ MORE,0,0,17-06-2019
2059,,Good quality product,Perfect bed in the given price. Edges are sharp so one has to be careful with it. quality is upto the mark and installation was done on the same day and it was too quick and perfect.READ MORE,0,0,17-06-2019
2060,,Fabulous!,"Best buy, perfectly spacious for two and can accommodate a third if guests stay by!!READ MORE",0,0,17-06-2019
2061,,Bad quality,bed was too short delivery and installation was very goodbed quality was too bad pooorI wasted my 12000 rupees in this orderI am very angryREAD MORE,0,0,17-06-2019
2062,,Don't waste your money,"very poor quality, don't buy this product.READ MORE",0,0,17-06-2019
2063,,Terrific purchase,nice productREAD MORE,0,0,17-06-2019
2064,,Best in the market!,Disassemble process is very complicated.READ MORE,0,0,17-06-2019
2065,,Worth the money,Product is good.  Delivered fast. Design and finish is best. Value for money. One can easily use for 10 years with proper handling.READ MORE,0,0,17-06-2019
2066,,Good,it is quality is very badREAD MORE,0,0,17-06-2019
2067,,Fabulous!,awesomeREAD MORE,0,0,17-06-2019
2068,,Nice,"I would be more happy if the joints were better installed. The joints are loose and when trying move a bit, the bed is not moving as one unit. That's what making me unhappy at timesREAD MORE",0,0,17-06-2019
2069,,Perfect product!,this was goodREAD MORE,0,0,17-06-2019
2070,,Great product,gud..ND thank to filipcart??READ MORE,0,0,17-06-2019
2071,,Fabulous!,very nice ?? and solid ??? bed thanks for on time delivery and set-up...READ MORE,0,2,17-06-2019
2072,,Perfect product!,a very good product that price (10k range )READ MORE,0,0,17-06-2019
2073,,Delightful,good qualityREAD MORE,0,0,17-06-2019
2074,,Very Good,It's looks good ?. thank you FlipkartREAD MORE,0,0,17-06-2019
2075,,Classy product,good  product at low priceREAD MORE,0,0,17-06-2019
2076,,Good choice,It's a nice one. I like very much.READ MORE,0,0,17-06-2019
2077,,Awesome,delivered with in 2 pack. It is very difficult to lift upstairs. Head side rack is too narrow & edge's are too surf.READ MORE,0,0,17-06-2019
2078,,Best in the market!,Excellent. Worth for moneyREAD MORE,0,0,17-06-2019
2079,,Mind-blowing purchase,goodREAD MORE,0,0,17-06-2019
2080,,Really Nice,Value for moneyREAD MORE,1,0,17-05-2019
2081,,Installation and Demo,"Installation and Demo is pending for a long time... We have received the product ten days back itself, but no one came for installation till now.Flipkart please do the needful...READ MORE",0,0,17-05-2019
2082,,Does the job,The main advantage is that this cot has both head storage & box storage. Also It can be easily dis mantled. But the problem is the make. This is made from particle board & you have to be more careful with water spillage & wet environment! This can damage the cot. Max life of this product will be 2 or 3 years if it is not moved or shifted!READ MORE,0,0,17-05-2019
2083,,Super!,very goodREAD MORE,0,0,17-05-2019
2084,,Terrific,Delivery was on time. and installation was good and product looks exactly same shown on pic.. total happy about the productREAD MORE,0,0,17-05-2019
2085,,Not recommended at all,The is not good. There is no base support. Very difficult to install and detach. Box is only for name you can't keep more item.READ MORE,0,1,17-05-2019
2086,,Fabulous!,ExcellentREAD MORE,0,0,17-05-2019
2087,,Terrific purchase,SuperREAD MORE,0,0,17-05-2019
2088,,Nice product,it's elegant n good...READ MORE,0,0,17-05-2019
2089,,Excellent,delivery same day demo and install exilent work thank you flipkart and thank you jeevesREAD MORE,0,0,17-05-2019
2090,,Perfect product!,cot was good and the installation and demo was too good on timeREAD MORE,0,0,17-05-2019
2091,,Simply awesome,goodREAD MORE,0,0,17-05-2019
2092,,Delightful,price worthREAD MORE,0,0,17-05-2019
2093,,Wonderful,product is good but Delivery man is very very  bad... flipkark should definitely do in this....READ MORE,0,0,17-05-2019
2094,,Wonderful,avarageREAD MORE,0,0,17-05-2019
2095,,Highly recommended,great product at low prices and great services and installation.READ MORE,0,0,17-05-2019
2096,,Value-for-money,Good at this priceREAD MORE,0,0,17-05-2019
2097,,Wonderful,worth according to price but can't be rated excellent because of product qualityREAD MORE,0,1,17-05-2019
2098,,Worth the money,Good product. Need to work on the durability part. People who stays in rent don't go for it. Assembly part is quit difficult & need support from professional personnel only. Need to purchase & install extra clamps to ensure more durability.READ MORE,0,0,17-05-2019
2099,,Worth every penny,in this price range we got a very good durable product..READ MORE,0,0,17-05-2019
2100,,Worth every penny,Ohhh my God... Product is so good in design and durability. Price is also perfect.Just go for it.READ MORE,0,0,17-05-2019
2101,,Good choice,all joint technic is good but not strongREAD MORE,0,0,17-05-2019
2102,,Brilliant,Good productREAD MORE,0,0,17-05-2019
2103,,Choudhary ,NiceREAD MORE,0,0,17-05-2019
2104,,Good,Very good product at this price tagREAD MORE,0,0,17-05-2019
2105,,Mind-blowing purchase,The product is excellent for the price we paid it's would have been better if the bottom of the bed is not open as it's impossible to move it around to clean the room occasionallyREAD MORE,0,0,17-05-2019
2106,,Super!,"The bed is a great purchase.... only the edges of the sides are very sharp and can scratch you when u scrape against it... but otherwise, a great productREAD MORE",0,0,17-05-2019
2107,,Very poor,low quality. total waste of money.READ MORE,0,0,17-05-2019
2108,,Brilliant,Liked itREAD MORE,0,0,17-05-2019
2109,,Good quality product,good productREAD MORE,0,0,17-05-2019
2110,,Worth the money,"As per the price its an okay product, very hard to uninstall and assemble again. Good looking.READ MORE",0,0,17-05-2019
2111,,Delightful,Value for moneyREAD MORE,0,0,17-05-2019
2112,,Fair,"worst product , it's comes soundREAD MORE",0,0,17-05-2019
2113,,Simply awesome,excellentREAD MORE,0,0,17-05-2019
2114,,Bad quality,"Not worth the money, Cheap plywood, chance of getting damaged is more then 50% if you want to change the location,no base simple plywood on floor (dusty clothes), very low in size,READ MORE",0,1,17-05-2019
2115,,Good choice,perfectREAD MORE,0,0,17-05-2019
2116,,Delightful,seems good for peaceful useREAD MORE,0,0,17-05-2019
2117,,Great product,Good product at great priceREAD MORE,0,0,17-05-2019
2118,,Worth the money,Not the way it looks in picturevery poor quality woodREAD MORE,0,0,17-05-2019
2119,,Awesome,Nice product.READ MORE,0,0,17-05-2019
2120,,Good quality product,it's a good bed in this range... value for moneyREAD MORE,0,0,17-05-2019
2121,,Decent product,look stylish..READ MORE,0,0,17-05-2019
2122,,Worth every penny,"Looks good and strong, will come back with best reviews in 2 monthsREAD MORE",0,0,17-05-2019
2123,,Nice,nice product.READ MORE,0,0,17-05-2019
2124,,Highly recommended,good stuffREAD MORE,0,0,17-05-2019
2125,,Delightful,good one for  budget price.READ MORE,0,0,17-04-2019
2126,,Not good,very low quality...READ MORE,0,0,17-04-2019
2127,,Must buy!,Worth buying and good price...READ MORE,0,0,17-04-2019
